title,authors,year,abstract,keywords,doi,url,venue,type,source
Multimodality of AI for Education: Toward Artificial General Intelligence,Gyeonggeon Lee; Lehong Shi; Ehsan Latif; Yizhu Gao; Arne Bewersdorff; Matthew Nyaaba; Shuchen Guo; Zhengliang Liu; Gengchen Mai; Tianming Liu; Xiaoming Zhai,2025,"This article addresses the growing importance of understanding how multimodal artificial general intelligence (AGI) can be integrated into educational practices. We first reviewed the theoretical foundations of multimodality in human learning, encompassing its concept and history, dual coding theory and multimedia theory, VARK multimodality, and multimodal assessment (see Section II-A)...Show More",,,https://ieeexplore.ieee.org/document/11016818/,IEEE Transactions on Learning Technologies,journal article,IEEE
Generative Artificial Intelligence Based Biomedical Applications for Pharmaceutical Industry,Stuti Bhatt; Sachin Sharma,2025,"The quick advancement in AI has led to the development of refined large language models (LLM). While LLM is a specific type of generative AI focused on generative text generative AI is a broader category encompassing various AI systems that can generate new content including texts, images, music, and more generation models. Generative AI is transforming various fields, like...Show More",,,https://ieeexplore.ieee.org/document/10927855/,"2025 International Conference on Computational, Communication and Information Technology (ICCCIT)",conference paper,IEEE
Artificial Intelligence in Shaping Digital Mental Images and Its Role in Enhancing Visual Culture Education,Sahera Fakhri Salama,2025,"This paper investigates the role of artificial intelligence (AI) in shaping digital mental images, particularly its influence on motion expressions in education and its application in enhancing visual culture education. The study employs AI technologies, such as Convolutional Neural Networks (CNN), to explore how motion patterns in animated characters can be accurately classified. The ...Show More",,,https://ieeexplore.ieee.org/document/11141219/,2025 IEEE 4th International Conference on Computing and Machine Intelligence (ICMI),conference paper,IEEE
Generative AI: A Transformative Force in Business Intelligence,Thiruneelakandan. A; Umamageswari. A,2024,"In an era where data is the cornerstone of strategic decision-making, Generative Artificial Intelligence (Gen AI) is revolutionizing the Business Intelligence (BI) landscape. This study investigates the multifaceted role of Generative AI in BI, encompassing data generation and augmentation, predictive analytics, reporting automation, product and service innovation, an...Show More",,,https://ieeexplore.ieee.org/document/10467477/,2024 2nd International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),conference paper,IEEE
"The Impact of Generative Artificial Intelligence on Organizational Innovation Performance: Roles of AI Generated Content Quality, AI Experience, and AI Usage Environment",Haonan Xu; Ruoxuan Xu; Hongyu Lin; Xiaojuan He,2024,"With the progress of artificial intelligence (AI), generative AI has emerged as a novel catalyst for driving innovation within enterprises. This study, rooted in behavior activation theory, endeavors to examine the impact of generative AI on enterprise innovation. A conceptual model is formulated to elucidate the relationship between generative AI and enterprise innov...Show More",,,https://ieeexplore.ieee.org/document/10459661/,2024 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS),conference paper,IEEE
Research on Risks and Governance Pathways of False and Harmful Information in the Application of Generative Artificial Intelligence,Bing Bai,2025,"In the era of artificial intelligence, the governance of false and harmful information in cyberspace has become more urgent due to the development of content generation technologies. Therefore, the monitoring techniques for false and harmful information has become an important research topic. The core principle of false and harmful information monitoring technology is the integration o...Show More",,,https://ieeexplore.ieee.org/document/11183077/,"2025 5th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)",conference paper,IEEE
Design and Implementation of Personalized Learning System Based on Generative Artificial Intelligence,Chu Zhou,2025,"This paper proposes a personalized learning system based on generative artificial intelligence, which aims to improve students' learning efficiency and interest through adaptive learning paths and content recommendations. The system integrates advanced artificial intelligence technologies such as GAN and VAE to achieve deep customization and dynamic adjustment of the ...Show More",,,https://ieeexplore.ieee.org/document/10986914/,"2025 IEEE International Conference on Electronics, Energy Systems and Power Engineering (EESPE)",conference paper,IEEE
Smart Mine: The Role of Artificial Intelligence in Modern Coal Extraction,Wenpeng Shi; Jian Li; Zhaosheng Chen; Chen Zhang; Honggang Yang,2024,"The study delves into the deep integration of Artificial Intelligence(AI) with the coal industry, emphasizing that this amalgamation is pivotal for the modernization of mines, achieving automation, reduction of human labor, and enhancing efficiency. Coal continues to be an essential resource within the global energy framework, maintaining a significant role. The article elaborates on t...Show More",,,https://ieeexplore.ieee.org/document/10973592/,2024 IEEE/WIC International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),conference paper,IEEE
Telecom’s Artificial General Intelligence (AGI) Vision: Beyond the GenAI Frontier,Christina Chaccour; Athanasios Karapantelakis; Timothy Murphy; Mischa Dohler,2024,This paper unveils the groundbreaking impact of Generative AI (GenAI) as the dawn of a transformative era in 5G/6G networks and beyond. Exploring its disruptive potential across the value chain—from network design to agile and robust automation—we showcase GenAI as a catalyst for innovation and unparalleled efficiency. While tracing its historical journey from conception to practical impleme...Show More,,,https://ieeexplore.ieee.org/document/10599272/,IEEE Network,magazine article,IEEE
Navigating Artificial Intelligence in Strategic Management in Schools and Organizations,Khawlah M. Al-Tkhayneh; Abdulrasheed Olowoselu; Mona Kamal Ibrahim; Ibrahim Suleiman Al Qatawneh; Tamim Ahmed Jabarah,2024,"This study logically discusses navigating artificial intelligence (AI) in strategic management in schools and organizations. It identified AI innovations in strategic management, including generative adversarial networks, natural language processing, predicting analysis, and reinforcement learning. The study outlined AI implications for strategic management and discussed the esse...Show More",,,https://ieeexplore.ieee.org/document/10876908/,2024 25th International Arab Conference on Information Technology (ACIT),conference paper,IEEE
The Application of Generative Artificial Intelligence in Education: An Analysis of the 25th International Conference on Artificial Intelligence in Education (AIED 2024),Zefei Wang; Kaiquan Chen,2025,"As an emerging technology, generative artificial intelligence (GenAI) has shown great potential for application in the field of education. Based on the research results of the 2024 AIED conference, this article discusses the current application status, research results, and trend challenges of generative AI in the field of education. Research indicates that generative...Show More",,,https://ieeexplore.ieee.org/document/11158359/,2025 5th International Conference on Artificial Intelligence and Education (ICAIE),conference paper,IEEE
Research on Computer Network Security Defense Mechanism Based on Artificial Intelligence,Jingjing Fan,2025,"The rapid development of artificial intelligence technology has made its application in the field of computer network security increasingly widespread. With the increasing complexity and frequency of cyber attacks, traditional defense methods are no longer able to cope with new threats such as zero day attacks and APT attacks. Artificial intelligence (AI) technology, with i...Show More",,,https://ieeexplore.ieee.org/document/11144539/,2025 2nd International Conference on Artificial Intelligence and Digital Technology (ICAIDT),conference paper,IEEE
Developing a Nonlinear Learning Agent Model Driven by Generative Artificial Intelligence,Dan Zhao; Yuan Lin,2025,"This study is dedicated to exploring the application potential of Generative Artificial Intelligence (AIGC) in non-linear learning, aiming to construct innovative agent models that optimize learning experiences and adapt to the complexity and individual differences in learning. The theory of non-linear learning emphasizes dynamic essence and personalized needs, with AIGC technolo...Show More",,,https://ieeexplore.ieee.org/document/11083106/,2025 2nd International Conference on Informatics Education and Computer Technology Applications (IECA),conference paper,IEEE
Artificial Intelligence and ChatGPT in Optimal Management of Battery Energy Storage Systems: Advantages and Challenges,Behzad Pirouz; Francesca Guerriero; Javaher Ramezani Paschapari,2025,"In the presence of renewable resources, such as solar and wind, which are inherently intermittent, battery energy storage systems (BESS) are among the most popular energy storage solutions for increasing grid reliability and stability. Despite all the advantages, energy storage operations can be challenging, from monitoring the output of renewable energy sources to scheduling charging and discharg...Show More",,,https://ieeexplore.ieee.org/document/11156030/,2025 IEEE International Conference on Artificial Intelligence for Learning and Optimization (ICoAILO),conference paper,IEEE
Detecting and Preventing Child Cyberbullying using Generative Artificial Intelligence,Pranav Kumar Chaudhary; Sreedhar Yalamati; Naga Ramesh Palakurti; Naved Alam; Saydulu Kolasani; Pawan Whig,2024,"This research presents a pioneering approach to combat child cyberbullying utilizing generative artificial intelligence (AI) techniques. Our system achieved an impressive detection accuracy of 92.5%, with a precision of 89% and recall of 95%, surpassing traditional methods by 15% in accuracy and 10% in recall. Additionally, the system exhibited rapid response times, with an avera...Show More",,,https://ieeexplore.ieee.org/document/10673710/,2024 Asia Pacific Conference on Innovation in Technology (APCIT),conference paper,IEEE
AI at Your Service: Generative Artificial Intelligence and the Next Generation of Assistants,Srishti Chaudhary,2024,"The advent of generative artificial intelligence has opened new possibilities for numerous fields. This paper examines the impact of large-scale generative AI models on both virtual and robot assistants. As these models evolve, there is significant potential to enhance the capabilities of virtual assistants and enable the development of general-purpose robots capable of per...Show More",,,https://ieeexplore.ieee.org/document/10771226/,2024 Artificial Intelligence for Business (AIxB),conference paper,IEEE
Analysis of the Technical Principles of ChatGPT and Prospects for Pre-trained Large Models,Ziwen Jin,2023,"ChatGPT is a pre-trained model in the field of natural language processing. As a generative model, the technical foundation of ChatGPT is a deep learning model called the ""Generative Adversarial Network"". The pre-trained large model architecture of ChatGPT can be summarized as ""corpus system+pre-training+fine-tuning"". Under the combined force of massive data, super large models, and en...Show More",,,https://ieeexplore.ieee.org/document/10165540/,"2023 IEEE 3rd International Conference on Information Technology, Big Data and Artificial Intelligence (ICIBA)",conference paper,IEEE
Using Generative Artificial Intelligence Tools in Software Engineering Courses,Soma Datta,2024,"This pilot study focuses on allowing students to use generative Artificial intelligence (AI) tools for their learning and assignments. Therefore, the study looks to improve the assignments to assess their learning. Students in their course have both formative and summative assessments. Both these assessments consist of writing, quizzes, and presentations. These students are both ...Show More",,,https://ieeexplore.ieee.org/document/10663042/,2024 36th International Conference on Software Engineering Education and Training (CSEE&T),conference paper,IEEE
Towards trustworthy Artificial Intelligence: Security risk assessment methodology for Artificial Intelligence systems,Eider Iturbe; Erkuden Rios; Nerea Toledo,2023,"The digitalization and smartization of modern digital systems include the implementation and integration of emerging innovative technologies, such as Artificial Intelligence. By incorporating new technologies, the surface attack of the system also expands, and specialized cybersecurity mechanisms and tools are required to counter the potential new threats. This paper introduces a holis...Show More",,,https://ieeexplore.ieee.org/document/10475824/,2023 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),conference paper,IEEE
The Menace of Artificial Intelligence – A Critical Analysis,Tariq Jamil; Umnia Tariq,2025,"Artificial Intelligence (AI) is a groundbreaking technological advancement of the 21st century, transforming industries such as healthcare, finance, transportation, manufacturing, and communication. It enables machines to mimic human intelligence through learning, reasoning, problem-solving, perception, and natural language processing. However, AI also presents significant risks,...Show More",,,https://ieeexplore.ieee.org/document/11064242/,2025 3rd Cognitive Models and Artificial Intelligence Conference (AICCONF),conference paper,IEEE
The Language Model Revolution: LLM and SLM Analysis,Zeynep Örpek; Büşra Tural; Zeynep Destan,2024,"As technology develops day by day, significant developments have been made in the field of artificial intelligence (AI). In particular, machine learning (ML) and deep learning (DL), as the main technologies that form the basis of artificial intelligence, have offered revolutionary innovations and laid the foundation for future technologies. Traditional artificial i...Show More",,,https://ieeexplore.ieee.org/document/10710677/,2024 8th International Artificial Intelligence and Data Processing Symposium (IDAP),conference paper,IEEE
Mindstorms in Natural Language-Based Societies of Mind,Mingchen Zhuge; Haozhe Liu; Francesco Faccio; Dylan R. Ashley; Róbert Csordás; Anand Gopalakrishnan; Abdullah Hamdi; Hasan Abed Al Kader Hammoud; Vincent Herrmann; Kazuki Irie; Louis Kirsch; Bing Li; Guohao Li; Shuming Liu; Jinjie Mai; Piotr Piękos; Aditya A. Ramesh; Imanol Schlag; Weimin Shi; Aleksandar Stanić; Wenyi Wang; Yuhui Wang; Mengmeng Xu; Deng-Ping Fan; Bernard Ghanem; Jürgen Schmidhuber,2025,"Inspired by Minsky's Society of Mind, Schmidhuber's Learning to Think, and other more recent works, this paper proposes and advocates for the concept of natural language-based societies of mind (NLSOMs). We imagine these societies as consisting of a collection of multimodal neural networks, including large language models, which engage in a “mindstorm” to solve problems using a shared natural lang...Show More",,,https://ieeexplore.ieee.org/document/10903668/,Computational Visual Media,journal article,IEEE
The Practice of Artificial Intelligence Assisted Machine Vision in Automatic Defect Detection,Dan He; Xinjian Chu,2025,"As the core of industrial automation, machine vision technology plays an important role in product defect detection. With the rapid progress in the field of artificial intelligence, the integration of deep learning technology has enabled the rapid development of automatic defect detection technology. This article mainly studies how artificial intelligence can assist the pra...Show More",,,https://ieeexplore.ieee.org/document/11144591/,2025 2nd International Conference on Artificial Intelligence and Digital Technology (ICAIDT),conference paper,IEEE
Investigating the Transformative Impact of Generative AI on Academic Integrity Across Diverse Educational Domains,Ajay Dhruv; Sayantika Saha; Shivani Tyagi; Vijal Jain,2024,"Academic integrity is essential in educational institutes to ensure equal and fair learning. However, the increasing use of generative artificial intelligence (AI) in education has generated concerns about its integrity. The use of artificial intelligence (AI) to complete assignments, projects, and evaluations has raised concerns about unfair benefits and the legitima...Show More",,,https://ieeexplore.ieee.org/document/10551108/,2024 2nd International Conference on Advancement in Computation & Computer Technologies (InCACCT),conference paper,IEEE
Inverse Design Method of Antenna Based on Generative Artificial Intelligence,Quanhao Pang; Jun Ouyang; Feng Yang; Shiwen Yang; Jun Hu,2025,"An antenna inverse design scheme based on generative artificial intelligence (AI) is proposed. The generative AI uses a diffusion model and incorporates a transformer model to output a series of innovative and practical antenna structures according to the input antenna requirements. To select the optimal structure from a large set of candidates, we further incorporate the C...Show More",,,https://ieeexplore.ieee.org/document/10971921/,IEEE Antennas and Wireless Propagation Letters,early access article,IEEE
Co-Evolution of Interaction of Human Intelligence and Artificial Intelligence in the Innovation Process,Vesa Salminen; Matti Pyykkönen; Carita Salminen,2024,"Most of the business and society processes are under digital transformation. Organizations must change their mindset toward the augmented age and the use of artificial intelligence and generative AI, Gen AI-agents. Integrating generative artificial intelligence tools to support the innovation process is essential when aiming to improve the efficiency of start-up...Show More",,,https://ieeexplore.ieee.org/document/10794332/,"2024 IEEE International Conference on Engineering, Technology, and Innovation (ICE/ITMC)",conference paper,IEEE
Generative Ai in Fashion: a Survey and Cgan Framework for Saree Blouse Design,C.N. Jyothika; Vibha Hugar; Vrishank J. Vasist; M.R. Yashasvini; M. Namratha,2025,"The paper presented a comprehensive literature survey on the transformative applications of generative AI across domains such as data augmentation, education, fashion, and medical documentation. The paper went through different research studies to see how generative techniques had improved. These methods showed up in many areas, like making custom learning tools, generating datasets, a...Show More",,,https://ieeexplore.ieee.org/document/11115694/,2025 12th International Conference on Computing for Sustainable Global Development (INDIACom),conference paper,IEEE
The Future of Driving: A Review on the Combination of Artificial Intelligence and Autonomous Vehicles,Nikita Zade; Mayur Gawande; Prateek Verma; Swapnil Gundewar,2024,"The convergence of Artificial Intelligence (AI) and Autonomous Vehicles (AV) are poised to revolutionize the automotive industry, offering safer, more efficient, and sustainable transportation solutions. This review article explores the current state of AVs, role of AI in AV, challenges and hurdles, Real world applications & development, its critical technological components, and their...Show More",,,https://ieeexplore.ieee.org/document/10842905/,"2024 2nd DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry (IDICAIEI)",conference paper,IEEE
Harnessing Generative AI for Manufacturing Innovation: Applications and Opportunities,Mofeoluwa Jide-Jegede; Tomiwa Omotesho,2024,"Generative Artificial Intelligence (GenAI) is revolutionizing manufacturing, automating design, predicting failures, and cutting costs. This paper explores its diverse applications, including predictive maintenance and realtime monitoring, highlighting its role in enhancing productivity and innovation in manufacturing processes. Echoing this, a 2023 KPMG survey shows 77% of execu...Show More",,,https://ieeexplore.ieee.org/document/10463265/,2024 International Conference on Artificial Intelligence in Information and Communication (ICAIIC),conference paper,IEEE
Artificial Intelligence Literacy Education: A Scoping Literature Review from 2020–2024,Ling Xia,2025,"AI literacy education is crucial for preparing students to engage with an increasingly AI-driven world. This study presents a scoping literature review of AI literacy education research from 2020 to 2024. The analysis of 47 relevant papers shows that while Generative AI (GenAI) is gaining prominence, its impact on AI literacy education is still yet to be seen. The review also highlights a gr...Show More",,,https://ieeexplore.ieee.org/document/11158088/,2025 5th International Conference on Artificial Intelligence and Education (ICAIE),conference paper,IEEE
"Advancements in Artificial Intelligence: Breakthroughs, Challenges and the Road Ahead",Alok Tibrewala,2025,"This paper conducts systematic analysis of advancements in the field of artificial intelligence (AI) from the year 2010 onwards, by performing original quantitative analysis of Epoch AI notable AI models dataset and combining with available literature. With focus on key breakthroughs, evolving trends, industry impacts and future directions, the paper shows important shifts from academi...Show More",,,https://ieeexplore.ieee.org/document/11050474/,2025 IEEE Conference on Artificial Intelligence (CAI),conference paper,IEEE
Integrating Generative Artificial Intelligence to a Project-Based Tangible Interaction Course,Orit Shaer; Angelora Cooper,2024,"Generative Artificial Intelligence (AI), including large language and image models, have created new opportunities for pervasive computing education. How do we integrate emerging AI models and tools into our courses in a way that fosters critical engagement? How do we teach students to use AI models and tools responsibly, thoughtfully, and ethically, while being aware of their ca...Show More",,,https://ieeexplore.ieee.org/document/10546497/,IEEE Pervasive Computing,magazine article,IEEE
Construction of English Teaching System Based on Deep Learning Models and Artificial Intelligence Technology,Zheng Zhang,2023,"With the continuous development of artificial intelligence, big data, and information technology, it is now possible not only to provide high-quality teaching resources but also to create realistic foreign language teaching environments. This article introduces an English teaching system based on artificial intelligence technology. The system adopts deep learning models, in...Show More",,,https://ieeexplore.ieee.org/document/10277704/,2023 2nd International Conference on Artificial Intelligence and Computer Information Technology (AICIT),conference paper,IEEE
Optimizing Secure AI Lifecycle Model Management With Innovative Generative AI Strategies,Alaa Omran Almagrabi; Rafiq Ahmad Khan,2025,"Generative AI (GAI) is one of the significant components that can efficiently improve and augment the AI cycle model’s robustness when it comes to different threats, weaknesses, and abnormalities detection. When applied in this field, GAI is very useful in emulating the various forms of security violations in actual adversarial settings. These scenarios are important when different aspects o...Show More",,,https://ieeexplore.ieee.org/document/10742321/,IEEE Access,journal article,IEEE
"Artificial Intelligence Enabling the Research on Packaging Design of Ankang Yinfeng Tea, a Southern Shaanxi Agricultural Speciality Product",Zhang Yue; Wang Jue,2025,"In recent years, the application of artificial intelligence in assisting visual design has become increasingly frequent. This paper focuses on the upgrades and challenges faced in the packaging design field of Ankang Yinfeng Tea, a local speciality agricultural product in Shaanxi, and discusses the method of integrating artificial intelligence-assisted design into it. We pr...Show More",,,https://ieeexplore.ieee.org/document/11189358/,2025 IEEE 5th International Conference on Computer Communication and Artificial Intelligence (CCAI),conference paper,IEEE
Research on the Innovation of Computer Major Talent Cultivation Models Driven by Generative Artificial Intelligence,Liu Lizhi; Chang Tan,2025,"With the development of artificial intelligence technology, the cultivation of computer professionals faces new opportunities and challenges. Traditional training models can no longer meet the industry's demand for talent, making innovation in training models urgent. This paper proposes an innovative training model driven by generative artificial intelligence (GAI), w...Show More",,,https://ieeexplore.ieee.org/document/10987499/,"2025 IEEE International Conference on Electronics, Energy Systems and Power Engineering (EESPE)",conference paper,IEEE
"Current State, Potentials and Challenges for the Use of Artificial Intelligence in the early Phase of Product Development: A Survey",S. Steininger; H. Camci; J. Fottner,2024,"The boom in Artificial Intelligence (AI) technologies is opening up new opportunities in engineering. A variety of novel tools are flooding the market every day. However, integration into the industry processes is happening at a slow pace. This paper represents a survey conducted with 163 industrial engineers on the use of AI in product development. The questionnaire specifically focus...Show More",,,https://ieeexplore.ieee.org/document/10857061/,2024 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM),conference paper,IEEE
The Other Side of the Artificial Intelligence Cyber Coin,Chuck Brooks,2025,"Summary Though useful tools for cyber defense, artificial intelligence (AI) and machine learning (ML) potentially have drawbacks. Threat actors can employ them to do their bidding. The cybersecurity landscape is quickly changing, encompassing AI‐powered malware, adversarial ML techniques, AI‐enabled botnets, and intensified insider threats. Cyber threats were growing g...Show More",,,https://ieeexplore.ieee.org/document/10952641/,"Inside Cyber: How AI, 5G, IoT, and Quantum Computing Will Transform Privacy and Our Security",book chapter,IEEE
Research on Deep Learning of Generative Artificial Intelligence in Cultural Creation and Communication,Chen Wang,2025,"This study focuses on the application of generative artificial intelligence in the field of cultural creation and communication, and proposes an innovative multimodal fusion generative adversarial network algorithm (MM-GAN). The algorithm effectively integrates multimodal cultural data such as text, image, and audio by constructing a cultural feature fusion module, a dynami...Show More",,,https://ieeexplore.ieee.org/document/11138882/,2025 IEEE 3rd International Conference on Image Processing and Computer Applications (ICIPCA),conference paper,IEEE
Artificial Intelligence Governance Structure Association Model Based on BP Neural Network,Yong Zhang,2021,"Artificial intelligence is a multi-dimensional scientific and technological system. The current artificial intelligence governance structure research shows a fragmented image and lacks integrity. And it is not conducive to the healthy development of artificial intelligence. In view of this, we will analyze the artificial intelligence governance struc...Show More",,,https://ieeexplore.ieee.org/document/9390758/,"2021 IEEE 5th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)",conference paper,IEEE
Cyber Attack Prediction: From Traditional Machine Learning to Generative Artificial Intelligence,Shilpa Ankalaki; Aparna Rajesh Atmakuri; M. Pallavi; Geetabai S Hukkeri; Tony Jan; Ganesh R. Naik,2025,"The escalating sophistication of cyber threats poses significant risks to individuals, organizations, and nations. Cybercrime, encompassing activities like hacking and data breaches, has severe economic and societal consequences. In today’s interconnected world, robust cybersecurity measures are paramount to mitigate these risks and protect sensitive information. However, traditional security solu...Show More",,,https://ieeexplore.ieee.org/document/10909100/,IEEE Access,journal article,IEEE
The Impact of Generative Artificial Intelligence Literacy and Use on College Students' Personalized Learning,Ying Tan; XiaoHong Zeng; Xiao Tan,2025,"With the wide application of Generative Artificial Intelligence (GAI) in universities, more and more college students use GAI tools to assist their learning. This study aims to explore the impact of college students' generative AI literacy and the use of GAI tools on personalized learning. Questionnaires were distributed to college students with experience in using GAI in Y...Show More",,,https://ieeexplore.ieee.org/document/11158707/,2025 5th International Conference on Artificial Intelligence and Education (ICAIE),conference paper,IEEE
Utilization of Generative Artificial Intelligence in Visual Effects,Yan Du,2024,"The research on computer vision mainly aims to enable computers to understand and interpret images. Computer vision is an emerging discipline, and applying generative artificial intelligence technology to image processing is an important entry point in current machine vision research. When generating images, this article utilized adversarial learning mechanisms to optimize the pa...Show More",,,https://ieeexplore.ieee.org/document/10691972/,2024 2nd World Conference on Communication & Computing (WCONF),conference paper,IEEE
A Policy Framework for the Use of Generative Artificial Intelligence in Higher Education Institutions,Adam A. Alli; Yasin Magombe; Ibrahim Lwembawo; Juma Kasadha,2025,"Integrating emerging technologies, particularly Artificial Intelligence (AI), into university teaching and learning processes is becoming a crucial component of modern education. Generative AI models like ChatGPT have demonstrated significant potential in enhancing learning experiences by providing personalized, interactive, and adaptive education. However, the adoption of these ...Show More",,,https://ieeexplore.ieee.org/document/11060512/,2025 IST-Africa Conference (IST-Africa),conference paper,IEEE
Experimental Research on Optimizing Intangible Cultural Heritage Artistic Creation Process Using Artificial Intelligence Technology,Ling Chen; Ying Lin,2024,"With the continuous advancement of big data and artificial intelligence (AI) technology, traditional artistic design has experienced profound impacts, especially in the field of image generation artistic creation. The application of AI not only provides new creative tools but also broadens the forms and contents of artistic expression. Against this backdrop, this paper focuses on study...Show More",,,https://ieeexplore.ieee.org/document/10873189/,"2024 International Conference on Artificial Intelligence, Deep Learning and Neural Networks (AIDLNN)",conference paper,IEEE
GAIB '25: Proceedings of the 2025 International Conference on Generative Artificial Intelligence for Business,0 Highlights,2025,,,proceedings/10.1145/3766918,https://dl.acm.org/doi/proceedings/10.1145/3766918,,article,ACM
ACM TechBrief: Generative Artificial Intelligence,"David Leslie, Francesca Rossi",2023,,,full/10.1145/3626110,https://dl.acm.org/doi/full/10.1145/3626110,,article,ACM
Grokking Artificial Intelligence Algorithms,Rishal Hurbans,2020,"Grokking Artificial Intelligence Algorithms is a fully-illustrated and interactive tutorial guide to the different approaches and algorithms that underpin AI. Written in simple language and with lots of visual references and hands-on examples, you'll learn the concepts, terminology, and theory you need to effectively incorporate AI algorithms into your applications. And to make sure you truly grok...Show More",,,https://ieeexplore.ieee.org/document/10280429/,,book,IEEE
